Passenger ID,Flight ID,Ticket Class,Age,Gender,Feedback Score,Check-in Luggage,Frequent Flyer
P2851,FL2986,First,51,Female,1,N,Y
P2852,FL2956,First,49,Other,5,Y,Y
P2853,FL1707,Economy,37,Female,3,N,N
P2854,FL2661,Economy,24,Other,5,Y,Y
P2855,FL2362,Economy,69,Female,2,N,N
P2856,FL2005,Economy,64,Other,5,N,N
P2857,FL0757,Economy,64,Other,4,N,N
P2858,FL2982,Economy,18,Male,4,Y,N
P2859,FL1396,Economy,39,Male,2,Y,N
P2860,FL2979,Business,19,Other,2,Y,N
P2861,FL2342,First,21,Other,4,N,N
P2862,FL0080,Economy,45,Female,2,Y,N
P2863,FL2649,First,47,Male,4,N,N
P2864,FL2739,Economy,24,Other,1,Y,Y
P2865,FL1935,Economy,66,Other,5,Y,N
P2866,FL1008,Economy,67,Male,5,N,N
P2867,FL2888,Business,66,Other,2,Y,Y
P2868,FL2894,Economy,50,Male,3,N,N
P2869,FL2755,Economy,45,Female,3,N,N
P2870,FL2803,Economy,44,Female,1,N,N
P2871,FL2758,Business,69,Female,4,N,N
P2872,FL1750,Economy,41,Other,3,Y,N
P2873,FL2089,Economy,24,Female,5,N,N
P2874,FL2366,Economy,69,Male,2,N,N
P2875,FL0543,Business,21,Male,4,Y,N
P2876,FL0925,Economy,26,Other,4,N,N
P2877,FL1521,First,32,Male,1,Y,N
P2878,FL1891,Business,70,Female,1,N,Y
P2879,FL0355,Economy,39,Male,2,N,N
P2880,FL1961,Economy,26,Female,5,Y,N
P2881,FL2593,Economy,19,Male,3,Y,N
P2882,FL1672,Economy,31,Male,2,N,N
P2883,FL0890,First,26,Male,5,N,N
P2884,FL0653,Business,67,Other,2,N,Y
P2885,FL0898,Economy,29,Male,3,Y,Y
P2886,FL0955,Business,63,Female,1,Y,N
P2887,FL2393,Economy,59,Male,3,Y,Y
P2888,FL1826,Economy,30,Male,2,Y,N
P2889,FL2590,Economy,69,Other,2,N,N
P2890,FL2600,Business,23,Male,3,N,N
P2891,FL2564,First,35,Female,2,N,Y
P2892,FL2146,Business,59,Other,3,Y,N
P2893,FL1725,Economy,42,Other,1,N,Y
P2894,FL2892,Economy,37,Other,2,Y,N
P2895,FL2727,Economy,68,Male,4,Y,N
P2896,FL0124,Economy,63,Male,4,Y,N
P2897,FL2468,Economy,51,Female,5,Y,Y
P2898,FL0544,Economy,53,Male,5,Y,Y
P2899,FL1872,Economy,56,Female,5,Y,N
P2900,FL0329,Economy,19,Male,2,Y,N
P2901,FL1533,Business,70,Other,4,N,N
P2902,FL0331,Economy,64,Male,2,N,Y
P2903,FL1786,Economy,65,Other,5,N,N
P2904,FL0151,Economy,47,Male,3,N,N
P2905,FL0384,Business,54,Other,5,N,Y
P2906,FL2292,Economy,64,Other,1,Y,Y
P2907,FL1372,Economy,27,Female,4,Y,Y
P2908,FL1333,Economy,66,Female,2,N,Y
P2909,FL2347,Economy,44,Male,5,N,N
P2910,FL2444,Economy,30,Other,5,N,N
P2911,FL1172,Economy,45,Other,3,Y,Y
P2912,FL0239,Economy,31,Male,1,Y,N
P2913,FL0373,Economy,27,Other,4,Y,N
P2914,FL1541,Economy,65,Male,3,N,N
P2915,FL1890,Economy,63,Male,2,Y,Y
P2916,FL2069,Economy,54,Male,5,Y,N
P2917,FL1604,Economy,24,Other,1,Y,N
P2918,FL1239,Economy,45,Female,1,N,Y
P2919,FL0632,Economy,37,Female,5,Y,N
P2920,FL2106,Economy,41,Other,3,Y,N
P2921,FL1765,Business,68,Other,1,Y,N
P2922,FL1700,Economy,67,Other,3,Y,Y
P2923,FL1434,Business,70,Male,3,N,N
P2924,FL2354,Business,34,Female,2,Y,N
P2925,FL2250,Business,65,Other,3,Y,N
P2926,FL2346,Economy,39,Female,4,N,N
P2927,FL0360,Economy,46,Other,3,N,N
P2928,FL2431,Economy,66,Other,5,Y,N
P2929,FL1121,Economy,34,Female,1,N,N
P2930,FL2536,Economy,20,Female,2,N,Y
P2931,FL0982,Economy,54,Other,5,N,Y
P2932,FL2492,First,28,Female,2,N,N
P2933,FL0952,Economy,51,Female,5,N,Y
P2934,FL0460,Economy,24,Other,3,N,Y
P2935,FL0964,Economy,22,Male,5,Y,Y
P2936,FL1272,Economy,36,Female,4,Y,N
P2937,FL2407,Business,31,Female,4,N,N
P2938,FL1883,Economy,55,Male,1,N,Y
P2939,FL0727,Economy,39,Male,2,N,N
P2940,FL1439,Economy,44,Other,5,Y,N
P2941,FL2617,Economy,68,Female,1,N,N
P2942,FL0908,Economy,41,Male,5,N,N
P2943,FL2710,Economy,24,Male,5,N,N
P2944,FL0002,Business,19,Male,5,N,N
P2945,FL1974,Economy,51,Male,1,Y,Y
P2946,FL1206,Business,47,Male,5,Y,N
P2947,FL2290,Economy,65,Other,1,N,N
P2948,FL2370,Economy,43,Other,3,Y,N
P2949,FL1377,Economy,24,Other,5,Y,N
P2950,FL2361,Economy,46,Male,5,N,N
P2951,FL2018,Economy,18,Other,1,N,N
P2952,FL0605,Economy,31,Other,2,N,Y
P2953,FL2876,Economy,45,Male,2,Y,Y
P2954,FL0576,Economy,30,Female,5,N,Y
P2955,FL0553,Economy,67,Female,1,Y,N
P2956,FL0874,Economy,61,Male,4,N,N
P2957,FL2277,Economy,27,Other,4,N,N
P2958,FL1592,Economy,22,Other,2,N,N
P2959,FL0538,Business,59,Male,1,N,N
P2960,FL1518,First,45,Female,4,Y,Y
P2961,FL0483,Economy,21,Other,1,Y,N
P2962,FL2733,Business,60,Other,2,Y,Y
P2963,FL0746,Economy,55,Other,5,N,N
P2964,FL0556,Economy,68,Male,2,Y,N
P2965,FL2715,Economy,45,Other,5,Y,N
P2966,FL2387,Business,58,Male,5,N,N
P2967,FL0199,First,40,Male,3,Y,Y
P2968,FL0578,Business,31,Female,1,Y,N
P2969,FL1123,Business,62,Other,1,N,Y
P2970,FL1668,Business,52,Other,1,N,N
P2971,FL1052,Economy,67,Other,2,N,N
P2972,FL1334,Economy,54,Female,1,N,Y
P2973,FL2786,Business,65,Female,5,Y,N
P2974,FL0540,Economy,47,Female,3,N,N
P2975,FL2284,Economy,57,Other,5,N,N
P2976,FL0167,Economy,27,Other,3,Y,N
P2977,FL2725,Economy,19,Female,5,N,N
P2978,FL2665,Economy,45,Male,3,Y,N
P2979,FL2569,Economy,47,Female,4,Y,N
P2980,FL1415,Economy,24,Female,3,N,Y
P2981,FL2581,Economy,48,Female,4,N,N
P2982,FL0059,Economy,68,Other,4,Y,N
P2983,FL1827,First,23,Male,4,N,Y
P2984,FL2946,Economy,45,Male,2,N,N
P2985,FL0523,Economy,43,Other,5,N,N
P2986,FL0189,Economy,41,Female,2,N,N
P2987,FL2801,Economy,28,Male,3,N,N
P2988,FL0845,Economy,27,Female,2,N,Y
P2989,FL0832,Economy,39,Other,4,Y,Y
P2990,FL1315,Business,51,Other,3,N,N
P2991,FL1854,Economy,41,Male,3,Y,Y
P2992,FL1475,First,32,Female,2,Y,Y
P2993,FL0488,Economy,41,Female,1,N,N
P2994,FL2555,Economy,60,Male,2,Y,Y
P2995,FL2941,Business,18,Other,1,Y,N
P2996,FL2371,Economy,34,Other,2,Y,N
P2997,FL1136,First,59,Male,3,Y,N
P2998,FL2205,First,49,Other,2,N,N
P2999,FL0807,Economy,58,Female,4,Y,N
P3000,FL1245,Economy,27,Male,1,N,N
