Flight ID,Airline,Source,Destination,Departure Time,Arrival Time,Status,Delay (min),Aircraft Type,Date
FL0999,AeroFly,LAX,ATL,2024-12-24 09:23:52,2024-12-24 11:23:52,On-time,0,Boeing 737,2024-12-24
FL1000,SkyHigh,LAX,SEA,2025-03-31 03:55:19,2025-03-31 05:55:19,On-time,0,Boeing 737,2025-03-31
FL1001,CloudNine,MIA,LAX,2025-03-05 02:20:33,2025-03-05 04:20:33,On-time,0,Embraer 190,2025-03-05
FL1002,JetZoom,LAX,SFO,2024-12-19 22:31:56,2024-12-20 00:31:56,On-time,0,Airbus A320,2024-12-19
FL1003,AeroFly,SEA,ORD,2025-03-24 04:31:40,2025-03-24 06:31:40,On-time,0,Airbus A320,2025-03-24
FL1004,SkyHigh,JFK,DEN,2025-03-27 15:26:00,2025-03-27 17:56:00,Delayed,30,Boeing 777,2025-03-27
FL1005,CloudNine,SEA,MIA,2025-04-01 14:04:22,2025-04-01 17:04:22,Delayed,60,Embraer 190,2025-04-01
FL1006,CloudNine,ORD,MIA,2025-02-02 06:29:44,2025-02-02 08:29:44,On-time,0,Embraer 190,2025-02-02
FL1007,CloudNine,BOS,SFO,2025-03-29 23:41:04,2025-03-30 01:41:04,On-time,0,Embraer 190,2025-03-29
FL1008,AeroFly,DEN,SEA,2025-02-06 13:50:51,2025-02-06 15:50:51,On-time,0,Boeing 737,2025-02-06
FL1009,CloudNine,DFW,DEN,2025-05-18 01:14:01,2025-05-18 03:14:01,On-time,0,Airbus A320,2025-05-18
FL1010,AeroFly,JFK,BOS,2025-02-14 21:53:24,2025-02-14 23:53:24,On-time,0,Airbus A320,2025-02-14
FL1011,AeroFly,DFW,SEA,2025-04-17 18:55:56,2025-04-17 20:55:56,On-time,0,Airbus A350,2025-04-17
FL1012,CloudNine,DFW,JFK,2024-12-26 13:23:59,2024-12-26 15:38:59,Delayed,15,Boeing 777,2024-12-26
FL1013,GlobalWings,ATL,JFK,2025-05-19 03:07:32,2025-05-19 05:07:32,On-time,0,Airbus A320,2025-05-19
FL1014,CloudNine,MIA,SFO,2025-01-22 04:54:12,2025-01-22 06:54:12,On-time,0,Airbus A320,2025-01-22
FL1015,CloudNine,SFO,ATL,2025-01-24 21:29:01,2025-01-24 23:29:01,On-time,0,Airbus A350,2025-01-24
FL1016,JetZoom,MIA,DFW,2025-05-20 20:09:55,2025-05-20 22:09:55,On-time,0,Embraer 190,2025-05-20
FL1017,AeroFly,SFO,ATL,2025-02-26 22:53:28,2025-02-27 01:23:28,Delayed,30,Airbus A320,2025-02-26
FL1018,JetZoom,DFW,LAX,2025-03-05 07:35:59,2025-03-05 09:50:59,Delayed,15,Embraer 190,2025-03-05
FL1019,CloudNine,DFW,SEA,2025-03-16 06:20:43,2025-03-16 08:20:43,On-time,0,Boeing 737,2025-03-16
FL1020,JetZoom,JFK,MIA,2024-11-25 20:03:56,2024-11-25 22:03:56,On-time,0,Boeing 737,2024-11-25
FL1021,AeroFly,DFW,ORD,2025-04-17 11:48:54,2025-04-17 14:03:54,Delayed,15,Boeing 737,2025-04-17
FL1022,JetZoom,LAX,ORD,2024-12-23 01:55:11,2024-12-23 03:55:11,On-time,0,Airbus A320,2024-12-23
FL1023,AeroFly,SFO,DFW,2024-12-06 03:54:37,2024-12-06 06:09:37,Delayed,15,Airbus A350,2024-12-06
FL1024,AeroFly,SEA,JFK,2025-02-08 00:55:53,2025-02-08 02:55:53,On-time,0,Airbus A320,2025-02-08
FL1025,SkyHigh,DFW,SFO,2025-03-28 07:49:09,2025-03-28 09:49:09,On-time,0,Airbus A350,2025-03-28
FL1026,JetZoom,ATL,DFW,2025-01-25 18:52:43,2025-01-25 21:22:43,Delayed,30,Boeing 737,2025-01-25
FL1027,SkyHigh,ATL,SFO,2025-02-22 04:01:47,2025-02-22 06:16:47,Delayed,15,Airbus A350,2025-02-22
FL1028,JetZoom,JFK,ATL,2025-01-16 23:25:53,2025-01-17 01:25:53,On-time,0,Boeing 737,2025-01-16
FL1029,GlobalWings,ATL,SEA,2025-01-04 17:24:18,2025-01-04 19:24:18,On-time,0,Boeing 777,2025-01-04
FL1030,AeroFly,ORD,JFK,2024-12-19 03:20:08,2024-12-19 05:35:08,Delayed,15,Embraer 190,2024-12-19
FL1031,GlobalWings,LAX,DFW,2025-04-20 16:16:16,2025-04-20 18:16:16,On-time,0,Boeing 777,2025-04-20
FL1032,JetZoom,DEN,JFK,2025-05-26 11:57:12,2025-05-26 14:27:12,Delayed,30,Airbus A320,2025-05-26
FL1033,SkyHigh,ATL,SFO,2025-02-02 13:56:54,2025-02-02 15:56:54,On-time,0,Airbus A320,2025-02-02
FL1034,AeroFly,BOS,LAX,2024-12-08 23:38:00,2024-12-09 01:38:00,On-time,0,Airbus A320,2024-12-08
FL1035,SkyHigh,JFK,SEA,2024-12-05 05:18:02,2024-12-05 07:33:02,Delayed,15,Airbus A320,2024-12-05
FL1036,AeroFly,LAX,ATL,2025-01-02 20:51:05,2025-01-02 22:51:05,On-time,0,Boeing 737,2025-01-02
FL1037,GlobalWings,DEN,JFK,2025-04-18 11:27:22,2025-04-18 13:27:22,On-time,0,Airbus A320,2025-04-18
FL1038,GlobalWings,LAX,ORD,2025-03-03 14:56:27,2025-03-03 16:56:27,On-time,0,Boeing 777,2025-03-03
FL1039,GlobalWings,DEN,SEA,2025-01-24 16:40:20,2025-01-24 18:55:20,Delayed,15,Boeing 737,2025-01-24
FL1040,CloudNine,DEN,ORD,2025-01-10 13:03:28,2025-01-10 15:03:28,On-time,0,Boeing 737,2025-01-10
FL1041,CloudNine,SEA,MIA,2025-02-28 00:30:24,2025-02-28 02:30:24,On-time,0,Airbus A350,2025-02-28
FL1042,JetZoom,BOS,ORD,2025-02-25 18:45:46,2025-02-25 20:45:46,On-time,0,Boeing 777,2025-02-25
FL1043,CloudNine,DFW,MIA,2025-02-24 01:59:20,2025-02-24 03:59:20,On-time,0,Embraer 190,2025-02-24
FL1044,JetZoom,SEA,DFW,2025-04-20 05:02:03,2025-04-20 07:32:03,Delayed,30,Embraer 190,2025-04-20
FL1045,AeroFly,SEA,JFK,2024-12-29 04:56:19,2024-12-29 07:11:19,Delayed,15,Embraer 190,2024-12-29
FL1046,CloudNine,ORD,JFK,2025-01-26 16:19:12,2025-01-26 18:34:12,Delayed,15,Boeing 777,2025-01-26
FL1047,GlobalWings,ATL,DEN,2024-12-19 09:23:37,2024-12-19 11:38:37,Delayed,15,Embraer 190,2024-12-19
FL1048,CloudNine,ATL,MIA,2025-03-01 03:24:19,2025-03-01 05:39:19,Delayed,15,Embraer 190,2025-03-01
FL1049,JetZoom,BOS,DFW,2025-04-15 23:15:35,2025-04-16 01:15:35,On-time,0,Boeing 777,2025-04-15
FL1050,SkyHigh,LAX,MIA,2025-03-23 07:43:11,2025-03-23 09:58:11,Delayed,15,Boeing 737,2025-03-23
FL1051,JetZoom,ORD,JFK,2025-03-04 07:15:01,2025-03-04 09:15:01,On-time,0,Airbus A350,2025-03-04
FL1052,JetZoom,LAX,JFK,2025-02-21 07:51:37,2025-02-21 09:51:37,On-time,0,Airbus A350,2025-02-21
FL1053,CloudNine,MIA,DFW,2025-02-23 22:12:25,2025-02-24 00:12:25,On-time,0,Airbus A320,2025-02-23
FL1054,GlobalWings,LAX,JFK,2024-12-07 19:10:25,2024-12-07 22:10:25,Delayed,60,Airbus A320,2024-12-07
FL1055,CloudNine,LAX,SEA,2025-01-26 08:45:35,2025-01-26 11:15:35,Delayed,30,Boeing 737,2025-01-26
FL1056,AeroFly,MIA,SFO,2025-05-26 05:25:53,2025-05-26 07:55:53,Delayed,30,Boeing 737,2025-05-26
FL1057,GlobalWings,DFW,MIA,2025-04-29 23:12:12,2025-04-30 01:12:12,On-time,0,Boeing 737,2025-04-29
FL1058,AeroFly,LAX,ATL,2025-02-08 19:25:02,2025-02-08 22:55:02,Cancelled,90,Boeing 737,2025-02-08
FL1059,SkyHigh,ATL,MIA,2024-12-30 02:05:03,2024-12-30 04:05:03,On-time,0,Airbus A320,2024-12-30
FL1060,GlobalWings,ATL,ORD,2025-04-16 05:11:02,2025-04-16 07:11:02,On-time,0,Embraer 190,2025-04-16
FL1061,CloudNine,LAX,DEN,2024-11-29 00:51:38,2024-11-29 03:06:38,Delayed,15,Airbus A350,2024-11-29
FL1062,SkyHigh,ORD,BOS,2024-12-06 14:47:43,2024-12-06 16:47:43,On-time,0,Embraer 190,2024-12-06
FL1063,AeroFly,ORD,MIA,2025-03-07 05:42:04,2025-03-07 09:42:04,Cancelled,120,Airbus A350,2025-03-07
FL1064,AeroFly,DEN,MIA,2025-01-13 01:59:04,2025-01-13 05:59:04,Cancelled,120,Boeing 777,2025-01-13
FL1065,AeroFly,SFO,BOS,2025-04-20 21:48:40,2025-04-21 00:18:40,Delayed,30,Boeing 777,2025-04-20
FL1066,GlobalWings,ATL,MIA,2025-02-07 17:31:20,2025-02-07 19:31:20,On-time,0,Embraer 190,2025-02-07
FL1067,AeroFly,DEN,SEA,2025-05-04 04:16:11,2025-05-04 06:16:11,On-time,0,Airbus A350,2025-05-04
FL1068,SkyHigh,JFK,DFW,2025-01-14 23:58:46,2025-01-15 01:58:46,On-time,0,Embraer 190,2025-01-14
FL1069,JetZoom,DFW,JFK,2025-03-24 07:32:50,2025-03-24 09:32:50,On-time,0,Airbus A320,2025-03-24
FL1070,JetZoom,DEN,JFK,2024-12-30 06:29:12,2024-12-30 08:44:12,Delayed,15,Boeing 777,2024-12-30
FL1071,GlobalWings,MIA,BOS,2025-03-03 21:36:01,2025-03-03 23:36:01,On-time,0,Embraer 190,2025-03-03
FL1072,JetZoom,LAX,JFK,2025-03-30 10:43:11,2025-03-30 12:43:11,On-time,0,Airbus A320,2025-03-30
FL1073,JetZoom,DFW,DEN,2025-02-04 16:57:10,2025-02-04 19:27:10,Delayed,30,Airbus A320,2025-02-04
FL1074,JetZoom,DFW,BOS,2025-03-28 08:45:19,2025-03-28 10:45:19,On-time,0,Airbus A350,2025-03-28
FL1075,GlobalWings,ATL,LAX,2025-04-30 13:43:01,2025-04-30 15:58:01,Delayed,15,Airbus A350,2025-04-30
FL1076,JetZoom,SEA,LAX,2025-03-24 07:14:07,2025-03-24 09:14:07,On-time,0,Boeing 777,2025-03-24
FL1077,SkyHigh,BOS,SFO,2025-04-11 22:41:44,2025-04-12 00:41:44,On-time,0,Boeing 737,2025-04-11
FL1078,AeroFly,DEN,SFO,2025-01-13 18:09:28,2025-01-13 20:09:28,On-time,0,Boeing 737,2025-01-13
FL1079,JetZoom,BOS,JFK,2025-04-25 00:29:15,2025-04-25 02:44:15,Delayed,15,Airbus A350,2025-04-25
FL1080,SkyHigh,DFW,MIA,2025-03-03 06:16:52,2025-03-03 08:16:52,On-time,0,Embraer 190,2025-03-03
FL1081,GlobalWings,ORD,DEN,2025-03-03 19:32:29,2025-03-03 21:32:29,On-time,0,Airbus A320,2025-03-03
FL1082,JetZoom,JFK,SFO,2024-12-31 22:18:20,2025-01-01 01:48:20,Cancelled,90,Embraer 190,2024-12-31
FL1083,GlobalWings,MIA,LAX,2025-02-08 08:12:05,2025-02-08 10:12:05,On-time,0,Boeing 777,2025-02-08
FL1084,CloudNine,ORD,BOS,2025-03-20 21:32:50,2025-03-20 23:32:50,On-time,0,Airbus A350,2025-03-20
FL1085,GlobalWings,JFK,MIA,2024-12-23 12:24:17,2024-12-23 14:24:17,On-time,0,Boeing 737,2024-12-23
FL1086,CloudNine,MIA,SFO,2025-01-29 10:58:20,2025-01-29 13:13:20,Delayed,15,Airbus A320,2025-01-29
FL1087,JetZoom,SEA,MIA,2025-04-11 21:35:10,2025-04-11 23:35:10,On-time,0,Airbus A350,2025-04-11
FL1088,GlobalWings,ATL,MIA,2024-12-10 23:21:03,2024-12-11 01:36:03,Delayed,15,Embraer 190,2024-12-10
FL1089,JetZoom,ATL,LAX,2025-02-24 05:24:36,2025-02-24 07:24:36,On-time,0,Airbus A350,2025-02-24
FL1090,AeroFly,BOS,LAX,2025-04-09 13:21:01,2025-04-09 15:21:01,On-time,0,Airbus A350,2025-04-09
FL1091,CloudNine,DEN,BOS,2025-02-17 11:16:20,2025-02-17 13:16:20,On-time,0,Boeing 777,2025-02-17
FL1092,GlobalWings,JFK,DFW,2025-05-24 03:43:27,2025-05-24 05:43:27,On-time,0,Boeing 777,2025-05-24
FL1093,GlobalWings,SEA,ORD,2025-02-20 21:00:45,2025-02-20 23:00:45,On-time,0,Airbus A320,2025-02-20
FL1094,JetZoom,DEN,ORD,2024-12-27 15:41:05,2024-12-27 17:56:05,Delayed,15,Boeing 737,2024-12-27
FL1095,SkyHigh,JFK,ATL,2024-12-05 23:06:09,2024-12-06 02:06:09,Delayed,60,Airbus A320,2024-12-05
FL1096,AeroFly,JFK,DEN,2025-03-26 11:35:41,2025-03-26 13:50:41,Delayed,15,Boeing 737,2025-03-26
FL1097,AeroFly,SEA,BOS,2024-12-25 16:27:56,2024-12-25 18:27:56,On-time,0,Airbus A320,2024-12-25
FL1098,GlobalWings,ATL,BOS,2025-01-07 03:59:34,2025-01-07 05:59:34,On-time,0,Boeing 777,2025-01-07
FL1099,GlobalWings,SEA,ORD,2025-05-20 16:42:05,2025-05-20 18:57:05,Delayed,15,Boeing 737,2025-05-20
FL1100,CloudNine,BOS,MIA,2025-03-11 17:59:13,2025-03-11 19:59:13,On-time,0,Airbus A320,2025-03-11
FL1101,SkyHigh,DFW,ATL,2024-12-25 19:50:24,2024-12-25 22:05:24,Delayed,15,Embraer 190,2024-12-25
FL1102,AeroFly,JFK,SEA,2025-01-06 09:05:20,2025-01-06 11:20:20,Delayed,15,Boeing 737,2025-01-06
FL1103,SkyHigh,SFO,DFW,2025-05-27 02:43:52,2025-05-27 04:58:52,Delayed,15,Boeing 777,2025-05-27
FL1104,SkyHigh,JFK,DFW,2024-12-21 09:29:42,2024-12-21 11:59:42,Delayed,30,Airbus A350,2024-12-21
FL1105,JetZoom,SFO,MIA,2025-04-10 01:30:53,2025-04-10 05:00:53,Cancelled,90,Boeing 737,2025-04-10
FL1106,AeroFly,SEA,MIA,2025-02-02 19:45:02,2025-02-02 21:45:02,On-time,0,Airbus A320,2025-02-02
FL1107,GlobalWings,SEA,MIA,2025-05-05 01:59:29,2025-05-05 04:59:29,Delayed,60,Boeing 737,2025-05-05
FL1108,SkyHigh,ATL,MIA,2025-04-27 15:04:22,2025-04-27 17:04:22,On-time,0,Airbus A350,2025-04-27
FL1109,CloudNine,ORD,JFK,2025-03-05 17:37:28,2025-03-05 19:37:28,On-time,0,Boeing 777,2025-03-05
FL1110,AeroFly,DFW,ATL,2024-12-16 14:04:35,2024-12-16 18:04:35,Cancelled,120,Embraer 190,2024-12-16
FL1111,AeroFly,JFK,DFW,2025-04-23 20:41:10,2025-04-23 23:11:10,Delayed,30,Boeing 737,2025-04-23
FL1112,GlobalWings,DFW,ATL,2025-05-13 15:07:05,2025-05-13 17:07:05,On-time,0,Airbus A350,2025-05-13
FL1113,JetZoom,LAX,SFO,2025-03-11 02:12:06,2025-03-11 04:12:06,On-time,0,Embraer 190,2025-03-11
FL1114,JetZoom,SFO,ATL,2024-12-11 21:12:43,2024-12-11 23:12:43,On-time,0,Airbus A350,2024-12-11
FL1115,AeroFly,BOS,DEN,2025-03-17 07:21:26,2025-03-17 09:21:26,On-time,0,Airbus A320,2025-03-17
FL1116,JetZoom,ORD,MIA,2025-05-19 06:34:54,2025-05-19 08:49:54,Delayed,15,Airbus A320,2025-05-19
FL1117,JetZoom,DFW,MIA,2024-12-23 13:36:07,2024-12-23 16:36:07,Delayed,60,Airbus A350,2024-12-23
FL1118,JetZoom,BOS,ORD,2025-02-10 06:05:19,2025-02-10 08:05:19,On-time,0,Embraer 190,2025-02-10
FL1119,GlobalWings,LAX,ORD,2025-03-04 19:52:51,2025-03-04 21:52:51,On-time,0,Airbus A320,2025-03-04
FL1120,SkyHigh,DEN,SFO,2025-02-12 20:53:17,2025-02-13 00:23:17,Cancelled,90,Boeing 777,2025-02-12
FL1121,CloudNine,DFW,ORD,2025-02-21 06:56:16,2025-02-21 09:11:16,Delayed,15,Boeing 737,2025-02-21
FL1122,JetZoom,ORD,JFK,2025-02-12 02:44:03,2025-02-12 04:59:03,Delayed,15,Embraer 190,2025-02-12
FL1123,GlobalWings,DFW,ATL,2025-02-10 00:54:24,2025-02-10 02:54:24,On-time,0,Airbus A320,2025-02-10
FL1124,SkyHigh,DEN,LAX,2025-02-13 17:21:27,2025-02-13 19:36:27,Delayed,15,Airbus A350,2025-02-13
FL1125,JetZoom,MIA,SEA,2025-01-04 01:45:15,2025-01-04 04:00:15,Delayed,15,Boeing 777,2025-01-04
FL1126,JetZoom,SFO,SEA,2024-12-17 09:16:00,2024-12-17 11:16:00,On-time,0,Airbus A320,2024-12-17
FL1127,JetZoom,ATL,JFK,2025-05-10 19:19:51,2025-05-10 21:19:51,On-time,0,Boeing 737,2025-05-10
FL1128,AeroFly,SFO,ATL,2024-12-30 06:22:51,2024-12-30 08:37:51,Delayed,15,Airbus A320,2024-12-30
FL1129,JetZoom,LAX,ORD,2024-12-09 16:37:58,2024-12-09 19:37:58,Delayed,60,Airbus A350,2024-12-09
FL1130,GlobalWings,SEA,DEN,2025-02-23 07:58:23,2025-02-23 10:28:23,Delayed,30,Airbus A320,2025-02-23
FL1131,CloudNine,SFO,JFK,2025-04-28 21:01:44,2025-04-28 23:16:44,Delayed,15,Airbus A350,2025-04-28
FL1132,AeroFly,SFO,MIA,2025-01-28 13:44:57,2025-01-28 15:44:57,On-time,0,Boeing 737,2025-01-28
FL1133,GlobalWings,LAX,SEA,2025-01-22 23:02:32,2025-01-23 01:02:32,On-time,0,Boeing 737,2025-01-22
FL1134,JetZoom,MIA,BOS,2025-01-24 15:27:07,2025-01-24 17:27:07,On-time,0,Boeing 737,2025-01-24
FL1135,GlobalWings,SFO,MIA,2025-03-22 05:49:46,2025-03-22 08:04:46,Delayed,15,Boeing 737,2025-03-22
FL1136,JetZoom,DFW,SEA,2025-04-21 14:36:08,2025-04-21 16:36:08,On-time,0,Boeing 777,2025-04-21
FL1137,AeroFly,SEA,ORD,2025-01-18 13:23:38,2025-01-18 15:23:38,On-time,0,Embraer 190,2025-01-18
FL1138,SkyHigh,MIA,ORD,2025-05-18 16:32:12,2025-05-18 18:32:12,On-time,0,Airbus A350,2025-05-18
FL1139,SkyHigh,MIA,LAX,2025-04-14 10:58:51,2025-04-14 12:58:51,On-time,0,Embraer 190,2025-04-14
FL1140,GlobalWings,ORD,SFO,2025-05-26 12:45:01,2025-05-26 14:45:01,On-time,0,Airbus A350,2025-05-26
FL1141,SkyHigh,ORD,SEA,2025-03-31 16:38:09,2025-03-31 18:38:09,On-time,0,Airbus A320,2025-03-31
FL1142,CloudNine,LAX,DFW,2025-03-31 15:42:37,2025-03-31 17:42:37,On-time,0,Airbus A320,2025-03-31
FL1143,SkyHigh,LAX,BOS,2025-01-14 15:12:46,2025-01-14 17:27:46,Delayed,15,Boeing 777,2025-01-14
FL1144,SkyHigh,MIA,SFO,2025-04-09 11:50:32,2025-04-09 14:05:32,Delayed,15,Embraer 190,2025-04-09
FL1145,GlobalWings,ORD,SFO,2025-02-08 22:21:13,2025-02-09 00:21:13,On-time,0,Boeing 737,2025-02-08
FL1146,JetZoom,DEN,ORD,2025-01-31 08:03:26,2025-01-31 10:03:26,On-time,0,Airbus A320,2025-01-31
FL1147,JetZoom,JFK,SFO,2025-02-22 16:43:05,2025-02-22 18:43:05,On-time,0,Airbus A350,2025-02-22
FL1148,AeroFly,ORD,LAX,2025-05-11 00:47:18,2025-05-11 03:17:18,Delayed,30,Airbus A320,2025-05-11
FL1149,SkyHigh,BOS,DFW,2025-04-15 21:08:40,2025-04-15 23:08:40,On-time,0,Airbus A350,2025-04-15
FL1150,CloudNine,MIA,JFK,2025-05-09 11:45:29,2025-05-09 14:00:29,Delayed,15,Airbus A350,2025-05-09
FL1151,JetZoom,ATL,SEA,2025-03-30 04:22:32,2025-03-30 06:22:32,On-time,0,Airbus A350,2025-03-30
FL1152,SkyHigh,BOS,JFK,2025-02-24 18:56:36,2025-02-24 20:56:36,On-time,0,Embraer 190,2025-02-24
FL1153,AeroFly,BOS,MIA,2025-02-16 07:32:54,2025-02-16 10:02:54,Delayed,30,Airbus A320,2025-02-16
FL1154,SkyHigh,ORD,BOS,2025-01-15 17:59:51,2025-01-15 19:59:51,On-time,0,Boeing 777,2025-01-15
FL1155,SkyHigh,ORD,JFK,2025-02-20 06:00:57,2025-02-20 08:15:57,Delayed,15,Embraer 190,2025-02-20
FL1156,AeroFly,DEN,LAX,2024-11-27 12:53:10,2024-11-27 14:53:10,On-time,0,Airbus A350,2024-11-27
FL1157,JetZoom,ORD,DFW,2025-01-27 02:28:51,2025-01-27 04:43:51,Delayed,15,Embraer 190,2025-01-27
FL1158,GlobalWings,MIA,ORD,2025-03-21 22:31:11,2025-03-22 02:01:11,Cancelled,90,Embraer 190,2025-03-21
FL1159,AeroFly,JFK,LAX,2025-05-24 21:42:24,2025-05-24 23:57:24,Delayed,15,Boeing 777,2025-05-24
FL1160,AeroFly,SFO,LAX,2024-12-06 13:58:17,2024-12-06 16:13:17,Delayed,15,Embraer 190,2024-12-06
FL1161,SkyHigh,DFW,SEA,2025-04-05 08:48:08,2025-04-05 10:48:08,On-time,0,Boeing 777,2025-04-05
FL1162,AeroFly,MIA,SFO,2024-12-05 15:16:28,2024-12-05 17:16:28,On-time,0,Airbus A320,2024-12-05
FL1163,GlobalWings,JFK,LAX,2024-12-01 09:08:49,2024-12-01 11:08:49,On-time,0,Embraer 190,2024-12-01
FL1164,SkyHigh,SEA,DFW,2025-04-10 19:16:46,2025-04-10 21:16:46,On-time,0,Boeing 777,2025-04-10
FL1165,AeroFly,MIA,DEN,2025-04-26 06:28:56,2025-04-26 09:28:56,Delayed,60,Embraer 190,2025-04-26
FL1166,GlobalWings,SEA,MIA,2025-05-12 10:03:40,2025-05-12 12:18:40,Delayed,15,Airbus A350,2025-05-12
FL1167,CloudNine,ORD,ATL,2024-12-09 18:35:10,2024-12-09 20:50:10,Delayed,15,Airbus A320,2024-12-09
FL1168,SkyHigh,LAX,JFK,2024-12-31 00:40:40,2024-12-31 02:40:40,On-time,0,Boeing 737,2024-12-31
FL1169,JetZoom,BOS,SFO,2025-02-23 09:07:18,2025-02-23 11:07:18,On-time,0,Boeing 777,2025-02-23
FL1170,AeroFly,MIA,ATL,2025-01-19 18:40:34,2025-01-19 20:40:34,On-time,0,Airbus A320,2025-01-19
FL1171,AeroFly,DFW,LAX,2025-04-05 10:31:41,2025-04-05 12:31:41,On-time,0,Embraer 190,2025-04-05
FL1172,GlobalWings,DEN,JFK,2024-12-10 08:17:27,2024-12-10 10:17:27,On-time,0,Boeing 777,2024-12-10
FL1173,AeroFly,SFO,JFK,2025-05-02 20:19:52,2025-05-02 22:49:52,Delayed,30,Airbus A320,2025-05-02
FL1174,AeroFly,DEN,SEA,2025-05-11 05:47:40,2025-05-11 08:47:40,Delayed,60,Boeing 737,2025-05-11
FL1175,JetZoom,SEA,ORD,2025-02-08 12:33:58,2025-02-08 14:48:58,Delayed,15,Embraer 190,2025-02-08
FL1176,AeroFly,SEA,SFO,2025-05-02 22:37:28,2025-05-03 01:37:28,Delayed,60,Boeing 737,2025-05-02
FL1177,GlobalWings,DFW,DEN,2025-05-13 12:15:22,2025-05-13 14:15:22,On-time,0,Boeing 737,2025-05-13
FL1178,JetZoom,BOS,DEN,2025-01-14 14:24:17,2025-01-14 16:39:17,Delayed,15,Boeing 777,2025-01-14
FL1179,SkyHigh,ORD,DFW,2024-12-23 18:01:05,2024-12-23 20:31:05,Delayed,30,Boeing 777,2024-12-23
FL1180,CloudNine,MIA,ORD,2025-01-11 09:33:53,2025-01-11 11:33:53,On-time,0,Airbus A350,2025-01-11
FL1181,JetZoom,BOS,LAX,2025-04-21 00:16:47,2025-04-21 02:46:47,Delayed,30,Boeing 777,2025-04-21
FL1182,AeroFly,JFK,DFW,2025-01-22 15:26:40,2025-01-22 17:26:40,On-time,0,Airbus A350,2025-01-22
FL1183,JetZoom,DEN,SEA,2025-05-02 07:06:04,2025-05-02 09:36:04,Delayed,30,Boeing 777,2025-05-02
FL1184,JetZoom,MIA,DFW,2025-01-02 11:55:51,2025-01-02 13:55:51,On-time,0,Boeing 777,2025-01-02
FL1185,SkyHigh,ATL,LAX,2025-01-24 20:21:01,2025-01-24 22:21:01,On-time,0,Boeing 737,2025-01-24
FL1186,CloudNine,MIA,ORD,2025-01-05 05:29:09,2025-01-05 07:29:09,On-time,0,Airbus A350,2025-01-05
FL1187,GlobalWings,DFW,DEN,2024-12-12 20:12:39,2024-12-12 22:12:39,On-time,0,Boeing 737,2024-12-12
FL1188,GlobalWings,ORD,ATL,2025-01-18 15:12:27,2025-01-18 17:27:27,Delayed,15,Airbus A350,2025-01-18
FL1189,CloudNine,MIA,LAX,2025-04-23 07:20:33,2025-04-23 09:20:33,On-time,0,Boeing 737,2025-04-23
FL1190,GlobalWings,LAX,DEN,2024-11-26 16:14:22,2024-11-26 18:14:22,On-time,0,Boeing 737,2024-11-26
FL1191,SkyHigh,MIA,DFW,2025-05-17 04:56:11,2025-05-17 06:56:11,On-time,0,Boeing 777,2025-05-17
FL1192,JetZoom,DEN,ATL,2024-12-06 20:26:10,2024-12-06 22:26:10,On-time,0,Boeing 777,2024-12-06
FL1193,GlobalWings,DEN,SEA,2025-04-22 17:29:10,2025-04-22 19:44:10,Delayed,15,Boeing 777,2025-04-22
FL1194,JetZoom,ORD,DFW,2025-04-07 03:36:08,2025-04-07 05:36:08,On-time,0,Embraer 190,2025-04-07
FL1195,GlobalWings,MIA,LAX,2025-02-28 16:16:14,2025-02-28 18:16:14,On-time,0,Boeing 777,2025-02-28
FL1196,GlobalWings,DEN,DFW,2025-04-26 09:27:49,2025-04-26 11:27:49,On-time,0,Boeing 777,2025-04-26
FL1197,GlobalWings,ATL,ORD,2025-05-09 07:15:51,2025-05-09 09:15:51,On-time,0,Embraer 190,2025-05-09
FL1198,AeroFly,MIA,SEA,2025-02-13 17:31:12,2025-02-13 19:31:12,On-time,0,Boeing 737,2025-02-13
FL1199,CloudNine,JFK,LAX,2025-02-24 18:00:41,2025-02-24 20:00:41,On-time,0,Boeing 737,2025-02-24
FL1200,CloudNine,SFO,ORD,2025-03-24 18:00:40,2025-03-24 20:15:40,Delayed,15,Embraer 190,2025-03-24
FL1201,CloudNine,BOS,DEN,2024-12-08 18:31:34,2024-12-08 20:31:34,On-time,0,Airbus A320,2024-12-08
FL1202,GlobalWings,LAX,SEA,2025-01-19 22:06:15,2025-01-20 00:06:15,On-time,0,Boeing 737,2025-01-19
FL1203,CloudNine,LAX,SEA,2025-03-12 10:05:02,2025-03-12 12:05:02,On-time,0,Airbus A350,2025-03-12
FL1204,CloudNine,ATL,BOS,2025-03-26 23:04:13,2025-03-27 01:04:13,On-time,0,Embraer 190,2025-03-26
FL1205,AeroFly,DEN,SFO,2024-12-02 22:49:52,2024-12-03 00:49:52,On-time,0,Boeing 777,2024-12-02
FL1206,AeroFly,SEA,BOS,2025-01-14 22:13:17,2025-01-15 00:13:17,On-time,0,Airbus A350,2025-01-14
FL1207,SkyHigh,DEN,SEA,2025-05-11 08:14:12,2025-05-11 10:14:12,On-time,0,Airbus A320,2025-05-11
FL1208,AeroFly,DEN,ORD,2024-12-04 00:53:57,2024-12-04 02:53:57,On-time,0,Airbus A350,2024-12-04
FL1209,SkyHigh,DEN,MIA,2025-04-23 16:10:41,2025-04-23 18:25:41,Delayed,15,Boeing 777,2025-04-23
